query	label
when you ask be sure to find out how long it will take to be added	invalid
reset the quick login pin i do not remember for my account ending with 8974	txn-pinsettings
go to the barcode scanner	invalid
i am requesting you to tell me account number which have esra1 payee now	qry-viewrecipient
i want to know how much dividend i earned on savings this year	qry-balanceenquiry
did you see me ....	invalid
apply a savings account that ends with 6017 check book	txn-issuechequendd
why do i need a beatin	invalid
how do i know it was a female	invalid
there is a need for a gift card	txn-productapply
i want to find account rewards point summary regarding a savings account corresponding to my bank	qry-balanceenquiry
how to make a compass	invalid
how to make fluffernutter bites	invalid
login to set daily transaction limit on my credit card starting from 29-11-084	txn-cardsettings
actually since i 'm just a little bitch i 'm gonna go ahead and block you now i 'm such a fag	invalid
list me out the details of transaction made using my credit card number ending 4605 on 15-03-2069	qry-transaction-history
bout2gocrazy aintnolevelz2disshit hungrier then a phat ho on a diet ig http://t.co/nzubuc2qpr	invalid
would you please do break deposit certificates linked to my saving account for which last four digits are 18048541 right away	txn-productclosure
fuck off fuck off	invalid
how to make a green tea body wrap	invalid
i would like to know recent offers in singapore	qry-offersfeatures
where you been at nigglet i ai n't seen you in a while	invalid
how to find a website	invalid
i want to check my latest credits	qry-transaction-history
how to make buckwheat cakes	invalid
i would prefer to know fixed deposit name	qry-accountenquiry
how long will it take for this to be fully realised in the catholic church	invalid
for i want to take you to heaven	invalid
convert transaction to instalment for master credit card	txn-cardsettings
show my minus balance of my account	qry-balanceenquiry
amortization statement of 2 wheeler loan	qry-transaction-history
007 litter act sect 11 is shit try qld act with amendments get your shit out of my letter box	invalid
help me transfer money to sanjushree	txn-moneymovement
it 's what i like to do	invalid
a change in the tempo causes a change in the proportion	invalid
i prefer applying for a prepaid card from your bank	txn-productapply
same bitch that was down with lol theses lil hoes funny	invalid
how to make a group discussion	invalid
opt in for deferment	txn-productsettings
what is the process to change nominee details for an account	faq
i think i have to dissolve my deposit number 9672956029	txn-productclosure
present payments made at amazon.com using my credit card ending with 69936	qry-transaction-history
do you want to make a pulley	invalid
i ask you to show my all transaction at 31-11-2001 immediately	qry-transaction-history
stop cheque	txn-productclosure
when is my next credit card payment outstanding	qry-accountenquiry
give me the transaction by 29-03-2075	qry-transaction-history
i need you to show my branch details	qry-accountenquiry
how to use sexy	invalid
if you succeed in doing so consistently please tell me how	invalid
how do you know what you build	invalid
i would love to go again	invalid
how to create a	invalid
how to make a turkeyburger sandwich	invalid
can i please see what is the last month bill on my credit card number 4232	qry-balanceenquiry
request you to tell me what are my liabilities	qry-balanceenquiry
how to get a midnight snack	invalid
how to buy on craigslist	invalid
i want to see all the investments linked with my primary account	qry-accountenquiry
i ask you can you tell me where did i spend 113924.12	qry-checktransaction-details
how to make a lace lined ribbon hair bow	invalid
give me the credit card bill details for which i have fixed reminder for 11-01-2038 to 13-01-2063	qry-reminderenquiry
"i have found my debit card again , it needs to be unblocked"	txn-cardsettings
will you assist me	invalid
what are the ukiah hours of operation	qry-branchtimings
how do i unblock a web page	invalid
how to talk to ex	invalid
i wish to get short term fixed deposit	txn-productapply
i want to find my branch timings on 04-02-1999	qry-branchtimings
nothing against smu i want to see them do well	invalid
login to upgrade my savings account	txn-upgradeaccount
show the electricity billers to whom payment is made from my account	qry-viewrecipient
i really be baggin bitches with no problem in basketball shorts b i do n't know if it 's my smile or my cologne or maybe it 's just my swag idk	invalid
find out how to check	invalid
do i have to say it	invalid
tell total cash withdrawal limit for my plastic 7730	qry-balanceenquiry
i seek to pay to 9709432420 airtel number right away	txn-moneymovement
tbt to when i used to be good at rapping ... now ima bitch http://t.co/6rv4jijprd	invalid
how do you know how she feels	invalid
please help me to clear due bill sum for credit card belonging to brijnandana	txn-moneymovement
i would like to include TID Water and Power - Turlock Irrigation District as a presentment biller to my plastic ending with 2958	txn-adddeletebeneficiary
what are the special deals	qry-offersfeatures
"the biller i added is not reflected online , how can i solve this problem"	faq
how can i create an online catalog	invalid
existing balance of certificate of deposit number 36114	qry-balanceenquiry
help me find the instalment loan transaction history	qry-transaction-history
i would request to keep a bill reminder for my network service provide with consumer number ending in 27544361813	txn-setreminder
please note that i would like to find standing instructions for all accounts with payment of above 261	qry-transactionenquiry
i have no hoes because yah nigga ai n't shit	invalid
right idk which one was selling pussy for 65 but thats way too high for them http://t.co/jsdmsucdm0hm	invalid
i 'll do that if you agree to take your ethiopian starvin looking nigger ass back to africa buyfoodlittleguy	invalid
